HOG	OG	Gene Tree Parent Clade	Acinetobacter_baumannii_ATCC_17978	Aggregatibacter_actinomycetemcomitans_624	Aggregatibacter_actinomycetemcomitans_VT1169	Agrobacterium_fabrum	Azoarcus_olearius_DQS-4	Bacteroides_thetaiotaomicron_VPI-5482	Bradyrhizobium_diazoefficiens	Brevundimonas_subvibrioides	Burkholderia_cenocepacia_J2315	Campylobacter_jejuni_81-176	Caulobacter_crescentus	Caulobacter_vibrioides	Citrobacter_rodentium_ICC168	Clostridium_difficile_R20291	Enterobacter_cloacae_ATCC_13047	Escherichia_coli_BW25113	Escherichia_coli_Nissle_1917	Escherichia_coli_UTI89	Francisella_tularensis_Schu_S4	Herbaspirillum_seropedicae_SmR1	Klebsiella_pneumoniae_ATCC_43816_KPPR1	Legionella_pneumophila_Philadelphia_1	Mycobacterium_tuberculosis_H37Rv	Neisseria_meningitidis_Z2491	Novosphingobium_aromaticivorans	Porphyromonas_gingivalis_ATCC_33277	Providencia_stuartii_BE2467	Pseudomonas_aeruginosa_PAO1	Pseudomonas_aeruginosa_UCBPP-PA14	Pseudomonas_simiae_WCS417	Pseudomonas_syringae_B728a	Ralstonia_solanacearum_GMI1000	Ralstonia_solanacearum_IBSBF1503	Ralstonia_solanacearum_PSI07	Rhodobacter_sphaeroides	Rhodopseudomonas_palustris	Salmonella_enterica_14028S	Salmonella_typhi_CT18	Salmonella_typhimurium_SL1344	Snodgrassella_alvi_wkB2	Sphingomonas_wittichii	Staphylococcus_aureus_6850	Staphylococcus_aureus_MRSA252	Staphylococcus_aureus_MSSA476	Staphylococcus_aureus_NCTC_8325	Staphylococcus_aureus_USA300_TCH1516	Streptococcus_agalactiae_A909	Streptococcus_pneumoniae_BHN97x	Streptococcus_pneumoniae_TIGR4	Streptococcus_pyogenes_5448	Vibrio_anguillarum_425	Vibrio_cholerae_N16961	Vibrio_fischeri_ES114	Yersinia_pestis_CO92	Zymomonas_mobilis
N0.HOG0006774	OG0002050	n0				At1D132_18460			BA000040v2__1194		BCAM0378				ROD_36351		ECL_00314	BW25113_4056	ECOLIN_22725	UTI89_C4642			VK055_3028	lpg2211	Rv2556c		Saro_2820		BGK56_19190	PA5286	PA14_69780	PS417_27610	Psyr_0188					RPA0850, RPA0263	STM14_5108	AL513382v1__9075	SL1344_4186													VC_0373			
N0.HOG0006775	OG0002051	n0				At1D132_19160	dqs_1036			Bresu_2679	BCAL0330	CJJ81176_1199	CC_0474	CCNA_00507								Hsero_4047		lpg2703		NMA0385	Saro_0676			PA4429	PA14_57540	PS417_04165		RSc2927	RALBFv3_06715	RPSI07_0572	RSP_1394						Swit_1394										B5S57_08490	VC_0575	VF_2217		ZMO1_ZMO0958
N0.HOG0006776	OG0002052	n1																				Hsero_1641												RSc1607	RALBFv3_01635	RPSI07_1697																					
N0.HOG0006777	OG0002052	n7									BCAL0515												VK055_2276							PA2712	PA14_29070	PS417_20680																									
N0.HOG0006778	OG0002052	n12				At1D132_20160					BCAM2475																																														
N0.HOG0006779	OG0002052	n13									BCAM2243																			PA1265	PA14_47870	PS417_07965	Psyr_1799				RSP_1390																				
N0.HOG0006780	OG0002052	n18							BA000040v2__5392																					PA3358	PA14_20640							RPA3181															B5S57_03370				
N0.HOG0006781	OG0002053	n0				At1D132_20180	dqs_1638		BA000040v2__5692	Bresu_1054	BCAM1234		CC_1601	CCNA_01673							FTT_1194c	Hsero_0635	VK055_0151		Rv2410c		Saro_2774			PA1731	PA14_42150	PS417_13515, PS417_21240	Psyr_1870	RSc1122	RALBFv3_14760	RPSI07_2254	RSP_2416	RPA2176					Swit_0520														
N0.HOG0006782	OG0002054	n0				At1D132_22670	dqs_3710	BT_0608			BCAM0863				ROD_41861		ECL_00132	BW25113_3631	ECOLIN_20010	UTI89_C4174		Hsero_4419	VK055_3500						BGK56_13705	PA5010	PA14_66230	PS417_02240	Psyr_0522					RPA2535, RPA4428	STM14_4483	AL513382v1__8204	SL1344_3688														VF_0133		ZMO1_ZMO1735
N0.HOG0006783	OG0002055	n0				At1D132_23490	dqs_1044		BA000040v2__5278, BA000040v2__3318, BA000040v2__7843		BCAL0765					CDR20291_0802, CDR20291_0805						Hsero_4168, Hsero_4169								PA3836	PA14_14390			RSc1740	RALBFv3_01205	RPSI07_1784						SALWKB2_1032							SAK_1276, SAK_2017	CWI64_01030	SP_1069	SP5448_05850	B5S57_10955	VC_1101			
N0.HOG0006784	OG0002056	n0				At1D132_24690	dqs_3693		BA000040v2__3340		BCAL1705				ROD_21201	CDR20291_3256						Hsero_2646	VK055_4326		Rv2848c		Saro_0333	PGN_1262		PA1273	PA14_47760	PS417_20060	Psyr_3680	RSp0615	RALBFv3_20530	RPSI07_mp0499	RSP_3185	RPA2083	STM14_2523	AL513382v1__4199	SL1344_2011																
N0.HOG0006785	OG0002057	n0				At1D132_24720	dqs_3672		BA000040v2__3339		BCAL1730				ROD_21141	CDR20291_3248						Hsero_2651	VK055_4332		Rv2071c		Saro_0334	PGN_0316		PA2948	PA14_25920	PS417_12325	Psyr_3020	RSp0620	RALBFv3_20505	RPSI07_mp0504	RSP_2821	RPA2084	STM14_2517	AL513382v1__4182	SL1344_2005																
N0.HOG0006786	OG0002058	n0				At1D132_24760	dqs_3680		BA000040v2__3335		BCAL1723				ROD_21121	CDR20291_3246						Hsero_2649	VK055_4334		Rv2066		Saro_0338	PGN_0318		PA2903	PA14_26530	PS417_02915	Psyr_4414	RSp0618	RALBFv3_20515	RPSI07_mp0502	RSP_2824	RPA2088	STM14_2515	AL513382v1__4176	SL1344_2003																
N0.HOG0006787	OG0002059	n0				At1D132_26280		BT_1539			BCAS0728		CC_3012	CCNA_03107		CDR20291_2330					FTT_1327			lpg1435	Rv3315c		Saro_0145	PGN_0026									RSP_1594						Swit_4051	RSAU_001433	SAR1645	SAS1506	SAOUHSC_01670	USA300HOU_1569	SAK_1048	CWI64_11140	SP_0844	SP5448_04895					ZMO1_ZMO0864
N0.HOG0006788	OG0002060	n0				At1D132_33380			BA000040v2__3646		BCAS0051				ROD_03771		ECL_04599	BW25113_1200	ECOLIN_07060	UTI89_C5024, UTI89_C1393			VK055_3970, VK055_3973						BGK56_16085			PS417_12040	Psyr_2566									SALWKB2_1763		RSAU_000626	SAR0660	SAS0615	SAOUHSC_00655	USA300HOU_0671	SAK_1659, SAK_1662							YPO3350	
N0.HOG0006789	OG0002061	n0				At1D132_34860	dqs_3965		BA000040v2__597	Bresu_0205	BCAL0807		CC_0109	CCNA_00108								Hsero_4343			Rv0434		Saro_0267			PA4012	PA14_11940	PS417_24760	Psyr_0638	RSc0402	RALBFv3_11135	RPSI07_3004	RSP_1490	RPA0268					Swit_3666										B5S57_08985	VC_2303			ZMO1_ZMO1704
N0.HOG0006790	OG0002062	n0				At1D132_38850, At1D132_48190, At1D132_48150			BA000040v2__6253, BA000040v2__5946, BA000040v2__7739	Bresu_0608					ROD_17461		ECL_02043	BW25113_1258	ECOLIN_07370	UTI89_C1527		Hsero_0553	VK055_1311										Psyr_5097				RSP_1820, RSP_0088	RPA3726, RPA3943, RPA3308	STM14_2092	AL513382v1__2477	SL1344_1660																
N0.HOG0006791	OG0002063	n0				At1D132_40570, At1D132_41520			BA000040v2__3294						ROD_24851, ROD_00701		ECL_00859		ECOLIN_00310	UTI89_C0068		Hsero_1066	VK055_2512, VK055_4979														RSP_3705		STM14_0122	AL513382v1__231	SL1344_0103			RSAU_000504	SAR0557	SAS0510	SAOUHSC_00534	USA300HOU_0545					B5S57_05960			YPO3637, YPO2254	
N0.HOG0006792	OG0002064	n1									BCAM2544											Hsero_0958										PS417_10830		RSp1571	RALBFv3_16320	RPSI07_mp1674																					
N0.HOG0006793	OG0002064	n7				At1D132_41330					BCAL1642											Hsero_3184, Hsero_4406, Hsero_4373	VK055_0824, VK055_0429				Saro_3502			PA0233	PA14_02870		Psyr_2268			RPSI07_mp0722																					
N0.HOG0006794	OG0002064	n18																												PA3778	PA14_15210		Psyr_3526			RPSI07_mp0229							Swit_3757														
N0.HOG0006795	OG0002065	n0				At1D132_49910, At1D132_51530, At1D132_49220, At1D132_50900			BA000040v2__8393		BCAM0327	CJJ81176_pVir0053, CJJ81176_pTet0028	CC_2419	CCNA_02501	ROD_p2481								VK055_5090	lpg1254			Saro_0315		BGK56_21330		PA14_30910			RSc2581				RPA2230, RPA4121					Swit_0164, Swit_3694, Swit_5007												VF_B0039		
N0.HOG0006796	OG0002066	n0					dqs_3992			Bresu_0657	BCAL1845				ROD_42831		ECL_04927	BW25113_3524	ECOLIN_19485	UTI89_C4056		Hsero_4801, Hsero_2300	VK055_3595							PA4879	PA14_64510	PS417_02730	Psyr_4449	RSc0773	RALBFv3_13085	RPSI07_2568			STM14_4345	AL513382v1__8481	SL1344_3575		Swit_2433													YPO3987	
N0.HOG0006797	OG0002067	n0					dqs_4005				BCAS0238A				ROD_23691		ECL_03740	BW25113_4546	ECOLIN_13370	UTI89_C2742			VK055_4756						BGK56_06175	PA3612	PA14_17590	PS417_22090	Psyr_1123	RSc3333	RALBFv3_08880	RPSI07_0111			STM14_2981	AL513382v1__5262	SL1344_2389												B5S57_02655	VC_A0163	VF_A0409	YPO2988	
N0.HOG0006798	OG0002068	n0						BT_0373, BT_2104	BA000040v2__5222						ROD_00321	CDR20291_2384											Saro_0743	PGN_1501															Swit_4499	RSAU_001980, RSAU_002485	SAR2231, SAR2721	SAS2046, SAS2528	SAOUHSC_02385, SAOUHSC_02976, SAOUHSC_02386	USA300HOU_2132, USA300HOU_2642	SAK_1700	CWI64_10615	SP_0736	SP5448_01855					
N0.HOG0006799	OG0002069	n0						BT_4507	BA000040v2__3095, BA000040v2__943	Bresu_2808	BCAM2165, BCAM1779				ROD_12321						FTT_0611c, FTT_0681c	Hsero_3349	VK055_0891		Rv2068c		Saro_0280, Saro_0385											RPA0362		AL513383v1__438			Swit_0788	RSAU_001811	SAR1831	pSAS19		USA300HOU_pUSA300HOUMR0011							VF_1099		ZMO1_ZMO1967
N0.HOG0006800	OG0002070	n0							BA000040v2__7181, BA000040v2__360						ROD_22001		ECL_03387	BW25113_2064	ECOLIN_11735	UTI89_C2340			VK055_5010						BGK56_19060	PA5146	PA14_67975	PS417_01550	Psyr_4900				RSP_2006	RPA4157, RPA4681	STM14_2616	AL513382v1__4426	SL1344_2097												B5S57_15390	VC_1039	VF_1751	YPO1526	
N0.HOG0006801	OG0002071	n0							BA000040v2__3907, BA000040v2__5535		BCAL1542		CC_2080	CCNA_02161													Saro_0521, Saro_2468			PA3006	PA14_25180	PS417_07615, PS417_16745	Psyr_3282	RSc0538	RALBFv3_11860	RPSI07_2821		RPA3290					Swit_1768, Swit_2515, Swit_0301										B5S57_11840	VC_1741, VC_A0767	VF_A0043		
N0.HOG0006802	OG0002072	n0							BA000040v2__4428		BCAM0625				ROD_00721		ECL_00861	BW25113_0065	ECOLIN_00330	UTI89_C0073			VK055_2508, VK055_1051	lpg1512					BGK56_10860	PA4011	PA14_11960	PS417_24755	Psyr_4371				RSP_0188	RPA0499, RPA2487	STM14_0124	AL513382v1__236	SL1344_0105															YPO0519, YPO3783	
N0.HOG0006803	OG0002073	n0							BA000040v2__6931, BA000040v2__6973						ROD_31271	CDR20291_2115	ECL_04021	BW25113_2684	ECOLIN_01795, ECOLIN_05595, ECOLIN_25870, ECOLIN_16015, ECOLIN_24555, ECOLIN_14460	UTI89_C0297, UTI89_C4886, UTI89_C1117, UTI89_C3044			VK055_4504						BGK56_18065										STM14_3397	AL513382v1__5988	SL1344_2798	SALWKB2_0293														YPO3266	
N0.HOG0006804	OG0002074	n0								Bresu_1458			CC_2984, CC_0873, CC_2756	CCNA_03079, CCNA_00916, CCNA_02843			ECL_A010								Rv1959c		Saro_2087				PA14_60050			RSc3224	RALBFv3_08300	RPSI07_0221	RSP_3809		STM14_3562		SL1344_2935		Swit_2739											VC_A0423, VC_A0489, VC_A0359	VF_A0649	AL117189v1__13	
N0.HOG0006805	OG0002075	n0								Bresu_2420		CJJ81176_1680	CC_0940, CC_1622	CCNA_00989, CCNA_01694		CDR20291_1237									Rv1835c, Rv2800, Rv1215c							PS417_09275					RSP_3036						Swit_0930, Swit_0936, Swit_0938, Swit_3228, Swit_5053	RSAU_002435	SAR2674	SAS2480	SAOUHSC_02915	USA300HOU_2590									ZMO1_ZMO1167
N0.HOG0006806	OG0002076	n0									BCAM2064				ROD_18211, ROD_42921		ECL_01521, ECL_04918	BW25113_1197, BW25113_3519	ECOLIN_07040, ECOLIN_19460	UTI89_C1389, UTI89_C4051			VK055_0149, VK055_3601							PA2416	PA14_33450			RSp0277	RALBFv3_22045	RPSI07_mp0256			STM14_2172, STM14_4334	AL513382v1__8494	SL1344_1724, SL1344_3568																
N0.HOG0006807	OG0002077	n0													ROD_41341, ROD_16391, ROD_02111, ROD_15731, ROD_03891, ROD_03921, ROD_38761, ROD_27631, ROD_00511		ECL_00842	BW25113_2233	ECOLIN_06880, ECOLIN_12565	UTI89_C1353, UTI89_C2514						NMA2175, NMA1725													STM14_4527, STM14_3078		SL1344_3723, SL1344_2474															YPO0587, YPO1004	
N0.HOG0006808	OG0002078	n0													ROD_01091		ECL_00901	BW25113_0104	ECOLIN_00525	UTI89_C0112			VK055_2464	lpg2843														RPA4561	STM14_0169	AL513382v1__325	SL1344_0141			RSAU_001219	SAR1347	SAS1277	SAOUHSC_01330		SAK_1172	CWI64_01795	SP_1249	SP5448_05315	B5S57_03050	VC_A0197	VF_A0695	YPO3428	
N0.HOG0006809	OG0002079	n0													ROD_13141, ROD_38372		ECL_02444, ECL_05063	BW25113_1743, BW25113_4484	ECOLIN_09395, ECOLIN_21805	UTI89_C1938, UTI89_C4497			VK055_1232, VK055_3256						BGK56_13905										STM14_1588, STM14_4883	AL513382v1__3385, AL513382v1__7709	SL1344_1243, SL1344_4009												B5S57_07135	VC_2691	VF_2342	YPO0075	
N0.HOG0006810	OG0002080	n0													ROD_17561		ECL_01647	BW25113_1252	ECOLIN_06650, ECOLIN_06615, ECOLIN_07340	UTI89_C1306, UTI89_C1451		Hsero_2608	VK055_0270						BGK56_03555	PA5531	PA14_72970	PS417_16050							STM14_2100	AL513382v1__2468	SL1344_1668		Swit_2441										B5S57_13320	VC_1544	VF_A0776, VF_A0196	YPO2193	
N0.HOG0006811	OG0002081	n0														CDR20291_2970, CDR20291_2936, CDR20291_2556, CDR20291_0749, CDR20291_0361, CDR20291_2403, CDR20291_2866, CDR20291_2956		BW25113_3723	ECOLIN_20695, ECOLIN_15295	UTI89_C4274, UTI89_C3216			VK055_4944																					RSAU_001239	SAR1369	SAS1297	SAOUHSC_01356	USA300HOU_1291	SAK_0914	CWI64_09865	SP_0576	SP5448_07170					
N0.HOG0006812	OG0002082	n2															ECL_00338																						STM14_5156	AL513382v1__9179	SL1344_4223																
N0.HOG0006813	OG0002082	n6	A1S_0308								BCAM1214												VK055_4523							PA4512	PA14_58550	PS417_13120																									
N0.HOG0006814	OG0002082	n11							BA000040v2__6015		BCAM2401													lpg2463						PA0936	PA14_52150	PS417_07510	Psyr_1584										Swit_3143														
N0.HOG0006815	OG0002082	n18																				Hsero_1446												RSc1877	RALBFv3_02325	RPSI07_1516																					
N0.HOG0006816	OG0002083	n0	A1S_0339			At1D132_05940, At1D132_01370			BA000040v2__7404	Bresu_2065																				PA1059	PA14_50680	PS417_16855	Psyr_3257				RSP_0997, RSP_3710	RPA2794						RSAU_000823, RSAU_000584	SAR0908	SAS0816, SAS0595	SAOUHSC_00883, SAOUHSC_00632	USA300HOU_0906, USA300HOU_0649						VC_A0152			
N0.HOG0006817	OG0002084	n0	A1S_0344					BT_4052		Bresu_2911		CJJ81176_1513							ECOLIN_20340		FTT_0527					NMA0935, NMA0346						PS417_00825	Psyr_3137, Psyr_0419	RSc3178	RALBFv3_13370	RPSI07_mp0092			STM14_3310		SL1344_2730	SALWKB2_1703								CWI64_09845	SP_0570		B5S57_03450	VC_2386			
N0.HOG0006818	OG0002085	n3	A1S_3499				dqs_0298										ECL_01028																																SAK_0793								
N0.HOG0006819	OG0002085	n6	A1S_0509				dqs_0275				BCAL0845																							RSc0434	RALBFv3_11315	RPSI07_2937																					
N0.HOG0006820	OG0002085	n11													ROD_43381		ECL_04842		ECOLIN_05355			Hsero_3703												RSp0370																							
N0.HOG0006821	OG0002085	n15		ACT75_06580	ACT74_08110																											PS417_02110	Psyr_0437									SALWKB2_0427											B5S57_10865		VF_0846		
N0.HOG0006822	OG0002086	n0	A1S_0798	ACT75_03655	ACT74_04440										ROD_23711		ECL_03742	BW25113_2412	ECOLIN_13380	UTI89_C2744			VK055_4753	lpg2619					BGK56_06190	PA1528	PA14_44670	PS417_20870	Psyr_1818						STM14_2983	AL513382v1__5269	SL1344_2391												B5S57_15765	VC_0970	VF_1891	YPO2990	
N0.HOG0006823	OG0002087	n0	A1S_0804						BA000040v2__325	Bresu_0756	BCAL1035				ROD_19491		ECL_01397	BW25113_1897	ECOLIN_10465	UTI89_C2098		Hsero_0194	VK055_0054		Rv3372		Saro_1503							RSp1104	RALBFv3_18410	RPSI07_mp1145	RSP_0949	RPA4661	STM14_2346	AL513382v1__3957	SL1344_1863		Swit_3608														
N0.HOG0006824	OG0002088	n0	A1S_1004								BCAL1719, BCAL1377	CJJ81176_0235			ROD_12491, ROD_12371							Hsero_2226				NMA0668			BGK56_00740	PA5468	PA14_72170	PS417_00520, PS417_19370	Psyr_0198, Psyr_2672									SALWKB2_0332		RSAU_002459	SAR2696	SAS2504	SAOUHSC_02943	USA300HOU_2615				SP5448_05105					
N0.HOG0006825	OG0002089	n0	A1S_1065	ACT75_09390	ACT74_06080										ROD_14171		ECL_02334	BW25113_1652	ECOLIN_08900	UTI89_C1843			VK055_0486	lpg2964					BGK56_01650	PA3528	PA14_18700	PS417_05625	Psyr_3895						STM14_1732	AL513382v1__3152	SL1344_1366												B5S57_15600	VC_1006	VF_0925	YPO2382	
N0.HOG0006826	OG0002090	n0	A1S_3686, A1S_1582, A1S_2037, A1S_1144													CDR20291_1223		BW25113_1356, BW25113_1145		UTI89_C1288, UTI89_C2677, UTI89_C3004				lpg1260, lpg2096					BGK56_20045, BGK56_05505			PS417_17035	Psyr_2812, Psyr_3869, Psyr_4603																				B5S57_11535		VF_A0676, VF_2037	YPO1233	
N0.HOG0006827	OG0002091	n3	A1S_2068			At1D132_19430					BCAL2432				ROD_16001		ECL_02025	BW25113_1433	ECOLIN_07990	UTI89_C1652			VK055_0542							PA1651	PA14_43160	PS417_20910	Psyr_1839				RSP_2091		STM14_1944	AL513382v1__2757	SL1344_1536													VC_1970			
N0.HOG0006828	OG0002091	n20	A1S_1211								BCAM0170																																														
N0.HOG0006829	OG0002092	n0	A1S_1446			At1D132_28930, At1D132_43900	dqs_2113		BA000040v2__5656, BA000040v2__7288, BA000040v2__3400, BA000040v2__3357, BA000040v2__7381, BA000040v2__3495		BCAL2041						ECL_02662					Hsero_4257	VK055_0700	lpg1984								PS417_21135	Psyr_3529				RSP_3463, RSP_3334						Swit_4294, Swit_0971														
N0.HOG0006830	OG0002093	n0	A1S_1991	ACT75_09760	ACT74_04955										ROD_10311		ECL_02677	BW25113_0969	ECOLIN_04965	UTI89_C1036	FTT_0457c		VK055_1488						BGK56_19675	PA2608	PA14_30370	PS417_16450	Psyr_3171						STM14_1229	AL513382v1__2092	SL1344_1024												B5S57_13735	VC_1356	VF_1501	YPO1447	
N0.HOG0006831	OG0002094	n0	A1S_2281			At1D132_36820	dqs_3503				BCAL0791				ROD_08051		ECL_02929	BW25113_0800	ECOLIN_04145	UTI89_C0803		Hsero_0853	VK055_1698							PA2609	PA14_30360	PS417_16455	Psyr_3172	RSc0378	RALBFv3_11015	RPSI07_3030			STM14_954		SL1344_0798														VF_A0741	YPO2522	
N0.HOG0006832	OG0002095	n0	A1S_2437				dqs_2909				BCAL3328				ROD_12241		ECL_02500	BW25113_1134	ECOLIN_06470	UTI89_C1263		Hsero_0695	VK055_1320						BGK56_04795	PA2625	PA14_30160	PS417_16535	Psyr_3189	RSc2724	RALBFv3_05735	RPSI07_0787			STM14_1413	AL513382v1__2382	SL1344_1173															YPO1639	
N0.HOG0006833	OG0002096	n0	A1S_2637					BT_3361							ROD_27321		ECL_03669	BW25113_2320	ECOLIN_12985	UTI89_C2605			VK055_4803	lpg0918				PGN_1359	BGK56_05870	PA1375	PA14_46470	PS417_07535	Psyr_1828						STM14_2918	AL513382v1__5124	SL1344_2339												B5S57_10035	VC_2108	VF_1699	YPO2763	
N0.HOG0006834	OG0002097	n0	A1S_3244			At1D132_04580	dqs_3747		BA000040v2__1317	Bresu_1069	BCAM0899		CC_3364	CCNA_03475								Hsero_0450				NMA0411	Saro_1086			PA5495	PA14_72510	PS417_00395	Psyr_0272	RSc2233	RALBFv3_03765	RPSI07_1189		RPA4270				SALWKB2_0065	Swit_2691														ZMO1_ZMO1600
N0.HOG0006835	OG0002098	n0		ACT75_00650	ACT74_04865			BT_3879							ROD_17181		ECL_01749	BW25113_1282	ECOLIN_07500	UTI89_C1553			VK055_1173					PGN_0350	BGK56_03385	PA4840	PA14_64000	PS417_03000	Psyr_4380						STM14_2063	AL513382v1__2535	SL1344_1638												B5S57_01375	VC_A0570	VF_A0573	YPO2228	
N0.HOG0006836	OG0002099	n0		ACT75_00955	ACT74_02340							CJJ81176_0042			ROD_26931		ECL_03635	BW25113_2291	ECOLIN_12840	UTI89_C2573			VK055_4833						BGK56_20345, BGK56_05750										STM14_2875	AL513382v1__5011	SL1344_2301			RSAU_000731	SAR0810	SAS0721	SAOUHSC_00774	USA300HOU_0784					B5S57_10555	VC_1978		YPO2559	
N0.HOG0006837	OG0002100	n0		ACT75_03205	ACT74_06665										ROD_23291			BW25113_2198	ECOLIN_12395	UTI89_C2476			VK055_0396						BGK56_07495	PA1478	PA14_45340	PS417_08705	Psyr_3390						STM14_4608, STM14_2780	AL513382v1__4775, AL513382v1__8029	SL1344_2223D, SL1344_3782A												B5S57_10285	VC_2054	VF_1821	YPO2737	
N0.HOG0006838	OG0002101	n0		ACT75_03520	ACT74_04345	At1D132_19740			BA000040v2__3994				CC_1057	CCNA_01110	ROD_42811		ECL_04930	BW25113_3526	ECOLIN_19495	UTI89_C4058			VK055_3593				Saro_3673		BGK56_00670			PS417_12130	Psyr_2510						STM14_4348	AL513382v1__8476	SL1344_3577		Swit_1890												VF_A0988	YPO3990	
N0.HOG0006839	OG0002102	n0		ACT75_06145	ACT74_09405	At1D132_45350					BCAS0597				ROD_08461		ECL_02878	BW25113_0840	ECOLIN_01545, ECOLIN_04340	UTI89_C0843		Hsero_1024	VK055_1654						BGK56_11065				Psyr_4490				RSP_3731		STM14_4575, STM14_1014	AL513382v1__8067, AL513382v1__1768	SL1344_3760, SL1344_0840															YPO1322	
N0.HOG0006840	OG0002103	n0		ACT75_06385	ACT74_09100	At1D132_41780		BT_0793	BA000040v2__1122		BCAS0355				ROD_42411	CDR20291_2898	ECL_00201	BW25113_3565	ECOLIN_19705	UTI89_C4106			VK055_2722, VK055_3540				Saro_0757					PS417_10945	Psyr_2883				RSP_1176		STM14_4414	AL513382v1__8354	SL1344_3626															YPO4038	
N0.HOG0006841	OG0002104	n0		ACT75_06450	ACT74_09815	At1D132_46570	dqs_4082, dqs_0739		BA000040v2__7126			CJJ81176_0804			ROD_23341			BW25113_2203	ECOLIN_12420	UTI89_C2481									BGK56_07510	PA1173	PA14_49260						RSP_4117		STM14_2785	AL513382v1__4790	SL1344_2226												B5S57_00825	VC_A0679	VF_1904	YPO3037	
N0.HOG0006842	OG0002105	n0		ACT75_06720	ACT74_08320										ROD_09601		ECL_02191, ECL_02754	BW25113_1590, BW25113_0896	ECOLIN_08580, ECOLIN_04650	UTI89_C1777, UTI89_C0969			VK055_0922, VK055_1557						BGK56_15690										STM14_1807, STM14_1091	AL513382v1__2948, AL513382v1__1898	SL1344_1426, SL1344_0904														VF_A0080	YPO3323	
N0.HOG0006843	OG0002106	n0		ACT75_07695	ACT74_08980							CJJ81176_1450			ROD_30641		ECL_04093	BW25113_2745	ECOLIN_14840	UTI89_C3116			VK055_4409	lpg1623					BGK56_08435	PA3626	PA14_17440	PS417_06345	Psyr_1370						STM14_3531	AL513382v1__6261	SL1344_2907												B5S57_17835	VC_0530	VF_2071	YPO3359	
N0.HOG0006844	OG0002107	n0		ACT75_09445	ACT74_06035	At1D132_50410					BCAL0881				ROD_19061		ECL_01433	BW25113_1865	ECOLIN_10015	UTI89_C2069		Hsero_0236	VK055_0068			NMA0852			BGK56_02230					RSc0468	RALBFv3_11485	RPSI07_2900			STM14_2311	AL513382v1__3886	SL1344_1835	SALWKB2_0811													VF_1352	YPO2054	
N0.HOG0006845	OG0002108	n0		ACT75_09720	ACT74_04995			BT_4608	BA000040v2__3022	Bresu_2155			CC_2111	CCNA_02196	ROD_10231		ECL_02685	BW25113_0961	ECOLIN_04925	UTI89_C1027			VK055_1496		Rv0870c													RPA0774	STM14_1219	AL513382v1__2069	SL1344_1014												B5S57_03995	VC_A1051	VF_1436	YPO1439	
N0.HOG0006846	OG0002109	n0		ACT75_10790	ACT74_03230				BA000040v2__6431						ROD_38801		ECL_05104	BW25113_3881	ECOLIN_21615	UTI89_C4464																	RSP_4030		STM14_4835	AL513382v1__7784	SL1344_3968			RSAU_002036	SAR2283	SAS2093	SAOUHSC_02452	USA300HOU_2185	SAK_1887	CWI64_01525	SP_1190	SP5448_02570, SP5448_08335					
N0.HOG0006847	OG0002110	n0		ACT75_10795	ACT74_03235	At1D132_29780					BCAS0464, BCAL2809				ROD_47501	CDR20291_0210	ECL_04519	BW25113_3132, BW25113_2095	ECOLIN_05255, ECOLIN_17395, ECOLIN_17405, ECOLIN_11875	UTI89_C1101, UTI89_C3561, UTI89_C2368									BGK56_11860					RSc2145							SL1344_3230														VF_A1005	YPO0832	
N0.HOG0006848	OG0002111	n1									BCAL1351						ECL_02129																	RSc3065	RALBFv3_07455	RPSI07_0432																					
N0.HOG0006849	OG0002111	n6															ECL_02240						VK055_0436										Psyr_3082																								
N0.HOG0006850	OG0002111	n9				At1D132_02730			BA000040v2__5956		BCAM1514		CC_0351	CCNA_00356													Saro_3115					PS417_05495		RSc2284	RALBFv3_03980	RPSI07_1144																					
N0.HOG0006851	OG0002111	n18				At1D132_06630																							BGK56_05250			PS417_14950		RSc2133																							
N0.HOG0006852	OG0002112	n0				At1D132_04030	dqs_2906		BA000040v2__2587	Bresu_1827	BCAL2931		CC_1330	CCNA_01391		CDR20291_0558, CDR20291_1653						Hsero_1899			Rv2578c		Saro_1773			PA0069	PA14_00810	PS417_00280	Psyr_0289	RSc0928	RALBFv3_13865	RPSI07_2456	RSP_2123	RPA1033					Swit_4095														
N0.HOG0006853	OG0002113	n0				At1D132_05070, At1D132_04940				Bresu_1459			CC_2985, CC_0874	CCNA_03080, CCNA_00917			ECL_A009								Rv1960c		Saro_3568, Saro_2088				PA14_60040		Psyr_4905	RSc3225	RALBFv3_08305	RPSI07_0220	RSP_3810		STM14_3563	AL513382v1__6325	SL1344_2936		Swit_5114													AL117189v1__14	
N0.HOG0006854	OG0002114	n1				At1D132_32020, At1D132_09430																															RSP_1755																				
N0.HOG0006855	OG0002114	n5					dqs_0221																							PA3425, PA1917	PA14_19750, PA14_39730	PS417_13425			RALBFv3_18850	RPSI07_mp1052																					
N0.HOG0006856	OG0002114	n12									BCAL3074																			PA2762	PA14_28380	PS417_23715																									
N0.HOG0006857	OG0002114	n15					dqs_3833				BCAM0418											Hsero_2208								PA5314	PA14_70170	PS417_27750	Psyr_0226																								
